latitude,longtitude,depth,temperature,time
,,4.52,4.2,1.64208E+12
59.21838167,10.91705,4.52,,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.52,4.2,1.64208E+12
,,4.53,4.2,1.64208E+12
,,4.54,4.2,1.64208E+12
59.21837833,10.91705333,4.54,,1.64208E+12
,,4.54,4,1.64208E+12
,,4.54,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.56,4,1.64208E+12
59.21837667,10.91705833,4.56,,1.64208E+12
,,4.56,4,1.64208E+12
,,4.56,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.54,4,1.64208E+12
59.21837,10.91706667,4.54,,1.64208E+12
,,4.55,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
59.21837,10.917065,4.52,,1.64208E+12
,,4.52,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.51,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.52,4,1.64208E+12
59.21836667,10.91706833,4.52,,1.64208E+12
,,4.51,4,1.64208E+12
,,4.51,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.52,4,1.64208E+12
,,4.53,4,1.64208E+12
,,4.55,4,1.64208E+12
,,4.57,4,1.64208E+12
,,4.58,4,1.64208E+12
,,4.59,4,1.64208E+12
,,4.63,4,1.64208E+12
,,4.63,4,1.64208E+12
,,4.64,4,1.64208E+12
,,4.67,4,1.64208E+12
59.21836167,10.91707,4.67,,1.64208E+12
,,4.67,4,1.64208E+12
,,4.66,4,1.64208E+12
,,4.67,4,1.64208E+12
,,4.66,4,1.64208E+12
,,4.64,4,1.64208E+12
,,4.6,4,1.64208E+12
,,4.6,4,1.64208E+12
,,4.59,4,1.64208E+12
