latitude,longtitude,depth,temperature,time
,,4.55,4.0,1642080584595
,,4.55,4.0,1642080584664
,,4.55,4.0,1642080584733
,,4.56,4.0,1642080584804
59.21837666666667,10.917058333333333,4.56,,1642080584804
,,4.56,4.0,1642080585586
,,4.56,4.0,1642080585719
,,4.55,4.0,1642080585901
,,4.54,4.0,1642080585927
59.21837000000001,10.917066666666665,4.54,,1642080585927
,,4.55,4.0,1642080586051
,,4.55,4.0,1642080586558
,,4.53,4.0,1642080586628
,,4.53,4.0,1642080586721
,,4.52,4.0,1642080586766
,,4.52,4.0,1642080586839
,,4.52,4.0,1642080586910
59.21837000000001,10.917065,4.52,,1642080586910
,,4.52,4.0,1642080586985
,,4.53,4.0,1642080587050
,,4.52,4.0,1642080587142
,,4.52,4.0,1642080587187
,,4.52,4.0,1642080587292
,,4.51,4.0,1642080587328
,,4.52,4.0,1642080587398
,,4.52,4.0,1642080587471
,,4.53,4.0,1642080587534
,,4.53,4.0,1642080587747
,,4.53,4.0,1642080587814
,,4.53,4.0,1642080587886
,,4.52,4.0,1642080587957
59.21836666666666,10.917068333333335,4.52,,1642080587957
,,4.51,4.0,1642080588035
,,4.51,4.0,1642080588096
,,4.52,4.0,1642080588186
,,4.52,4.0,1642080588237
,,4.53,4.0,1642080588338
,,4.55,4.0,1642080588377
,,4.57,4.0,1642080588444
,,4.58,4.0,1642080588514
,,4.59,4.0,1642080588586
,,4.63,4.0,1642080588654
,,4.63,4.0,1642080588723
,,4.64,4.0,1642080588795
,,4.67,4.0,1642080588934
59.21836166666667,10.91707,4.67,,1642080588934
,,4.67,4.0,1642080589030
,,4.66,4.0,1642080589087
,,4.67,4.0,1642080589144
,,4.66,4.0,1642080589233
,,4.64,4.0,1642080589286
,,4.6,4.0,1642080589385
,,4.6,4.0,1642080589423
,,4.59,4.0,1642080589491
,,4.54,4.0,1642080589562
,,4.54,4.0,1642080589634
,,4.54,4.0,1642080589703
,,4.51,4.0,1642080589772
,,4.51,4.0,1642080589841
,,4.53,4.0,1642080589911
59.21835666666666,10.917081666666665,4.53,,1642080589911
,,4.52,4.0,1642080589981
,,4.52,4.0,1642080590052
,,4.53,4.0,1642080590131
,,4.54,4.0,1642080590193
,,4.54,4.0,1642080590282
,,4.56,4.0,1642080590335
,,4.59,4.0,1642080590432
,,4.59,4.0,1642080590471
,,4.57,4.0,1642080590586
,,4.59,4.0,1642080590615
,,4.58,4.0,1642080590683
,,4.55,4.0,1642080590751
,,4.56,4.0,1642080590832
,,4.56,4.0,1642080590899
59.21835333333333,10.917076666666667,4.56,,1642080590899
,,4.55,4.0,1642080590966
,,4.54,4.0,1642080591034
,,4.54,4.0,1642080591102
,,4.53,4.0,1642080591181
,,4.53,4.0,1642080591241
,,4.52,4.0,1642080591329
,,4.54,4.0,1642080591382
,,4.54,4.0,1642080591481
,,4.56,4.0,1642080591521
,,4.57,4.0,1642080591665
,,4.57,4.0,1642080591732
,,4.57,4.0,1642080591801
,,4.56,4.0,1642080591883
59.21834833333334,10.917078333333333,4.56,,1642080591883
,,4.56,4.0,1642080591943
,,4.55,4.0,1642080592012
,,4.55,4.0,1642080592081
,,4.56,4.0,1642080592153
,,4.57,4.0,1642080592232
,,4.56,4.0,1642080592292
,,4.55,4.0,1642080592380
,,4.54,4.0,1642080592435
,,4.55,4.0,1642080592532
,,4.55,4.0,1642080592572
,,4.56,4.0,1642080592642
,,4.56,4.0,1642080592712
,,4.55,4.0,1642080592782
,,4.56,4.0,1642080592853
,,4.59,4.0,1642080592923
59.21834333333333,10.917079999999999,4.59,,1642080592923
,,4.58,4.0,1642080593062
,,4.59,4.0,1642080593144
,,4.62,4.0,1642080593279
,,4.62,4.0,1642080593342
,,4.62,4.0,1642080593486
,,4.62,4.0,1642080593578
,,4.63,4.0,1642080593622
,,4.64,4.0,1642080593694
,,4.63,4.0,1642080593761
,,4.64,4.0,1642080593835
,,4.66,4.0,1642080593904
59.218338333333335,10.917073333333333,4.66,,1642080593904
,,4.61,4.0,1642080593973
,,4.58,4.0,1642080594041
,,4.56,4.0,1642080594119
,,4.53,4.0,1642080594185
,,4.55,4.0,1642080594253
,,4.55,4.0,1642080594329
,,4.56,4.0,1642080594393
,,4.56,4.0,1642080594465
,,4.54,4.0,1642080594562
,,4.55,4.0,1642080594603
,,4.52,4.0,1642080594672
,,4.5,4.0,1642080594742
,,4.52,4.0,1642080594882
,,4.54,4.0,1642080594953
59.218340000000005,10.917086666666668,4.54,,1642080594953
,,4.56,4.0,1642080595022
,,4.62,4.0,1642080595092
,,4.6,4.0,1642080595162
,,4.6,4.0,1642080595233
,,4.62,4.0,1642080595306
,,4.61,4.0,1642080595381
,,4.6,4.0,1642080595443
,,4.6,4.0,1642080595529
,,4.59,4.0,1642080595581
,,4.6,4.0,1642080595663
,,4.6,4.0,1642080595722
,,4.59,4.0,1642080595795
,,4.58,4.0,1642080595862
,,4.51,4.0,1642080595933
59.218336666666666,10.917086666666668,4.51,,1642080595933
,,4.51,4.0,1642080596002
,,4.51,4.0,1642080596072
,,4.48,4.0,1642080596145
,,4.48,4.0,1642080596214
,,4.48,4.0,1642080596286
,,4.49,4.0,1642080596356
,,4.49,4.0,1642080596430
,,4.5,4.0,1642080596495
,,4.48,4.0,1642080596580
